Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Category,Product Name,Product ID,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD1529,22-11-2024,24-11-2024,Jeffrey Sheppard,CUST667,Corporate,Office Supplies,File Folder,PROD5446,East,Nevada,South Kimberly,8,2896,10,20851.2,13179.86,7671.34,28,NO,0,Gardner LLC,jamessweeney@foster-johnson.com,Cash,Cancelled
ORD1530,22-07-2024,23-07-2024,Dr. Cheryl Hood,CUST384,Corporate,Grocery,Eggs,PROD4590,South,South Dakota,East Raymondport,6,3911,5,22292.7,14913.32,7379.38,7,Yes,44,Rodriguez-Smith,krista66@diaz.com,UPI,Pending
ORD1531,16-01-2025,19-01-2025,Tyler Ross,CUST435,Consumer,Electronics,Laptop,PROD7246,North,Iowa,Gregoryfurt,2,1658,5,3150.2,2245.21,904.99,4,Yes,39,"Collier, Henderson and Sweeney",weavercolin@mcclure.biz,Credit Card,Pending
ORD1532,26-07-2024,29-07-2024,Elizabeth Phillips,CUST270,Consumer,Grocery,Fruits,PROD5888,South,Hawaii,South Jennifer,2,3824,15,6500.8,5052.33,1448.47,12,NO,0,Walsh-Harrison,mark42@joyce.org,Credit Card,Pending
ORD1533,25-01-2026,29-01-2026,Sara Wright,CUST623,Corporate,Grocery,Milk,PROD1655,North,Arkansas,Danielmouth,6,4288,20,20582.4,14992.31,5590.09,46,NO,0,Williamson-Allison,markramirez@bowman-lawrence.net,Net Banking,Cancelled
ORD1534,02-03-2025,04-03-2025,Jordan Hart,CUST662,Corporate,Electronics,Laptop,PROD7646,South,Colorado,Seanbury,4,1916,20,6131.2,5111.92,1019.28,34,NO,0,Davis LLC,imckay@martinez.org,Net Banking,Returned
ORD1535,22-08-2024,23-08-2024,William Elliott,CUST201,Home Office,Grocery,Cheese,PROD6795,West,Indiana,Port Catherine,1,3873,10,3485.7,2390.2,1095.5,28,NO,0,"Joseph, Parker and Quinn",fgardner@stafford.com,Net Banking,Returned
ORD1536,21-06-2024,28-06-2024,John Rodriguez,CUST600,Corporate,Grocery,Fruits,PROD4705,East,Nebraska,North Adam,8,2215,15,15062,9326.58,5735.42,21,NO,0,Brennan-Randall,maria42@johnson.com,Credit Card,Returned
ORD1537,01-02-2026,05-02-2026,Alyssa Gutierrez,CUST598,Home Office,Furniture,Study Table,PROD2819,North,Indiana,Joditon,2,271,10,487.8,386.88,100.92,31,NO,0,Joseph Inc,zhale@williams.com,Cash,Delivered
ORD1538,29-11-2025,03-12-2025,Tina Johnson,CUST858,Consumer,Grocery,Milk,PROD2987,South,Iowa,Port Angelaberg,5,2288,15,9724,8562.56,1161.44,16,NO,0,"Wolf, Gonzalez and Johnston",tara12@cox.com,Cash,Cancelled
ORD1539,20-03-2026,27-03-2026,Steven Olson,CUST256,Consumer,Furniture,Office Chair,PROD8590,East,Wyoming,South Theresa,7,2280,10,14364,11885.28,2478.72,44,NO,0,Miller Group,rortiz@perkins.com,Credit Card,Delivered
ORD1540,10-11-2024,16-11-2024,John Morris,CUST974,Corporate,Office Supplies,Pen,PROD6134,West,North Carolina,South Ericbury,6,4585,20,22008,18235.76,3772.24,37,NO,0,Hawkins-Davis,joshuadavis@nielsen-willis.com,Credit Card,Pending
ORD1541,03-07-2025,06-07-2025,Jackson Ellis,CUST432,Consumer,Grocery,Cheese,PROD5835,West,Iowa,Jacksonborough,8,2796,0,22368,17571.9,4796.1,26,NO,0,Williams-Beard,curtisjoseph@lin.com,Credit Card,Returned
ORD1542,22-02-2025,25-02-2025,Kenneth Hall,CUST420,Home Office,Office Supplies,File Folder,PROD1136,East,Washington,Lake Anthony,2,4661,20,7457.6,4806.9,2650.7,22,NO,0,Johnston-Nash,yrodriguez@livingston.org,Cash,Pending
ORD1543,16-04-2024,17-04-2024,David Sanchez,CUST953,Home Office,Furniture,Dining Table,PROD4023,South,South Dakota,Heatherhaven,8,1537,15,10451.6,7741.86,2709.74,39,NO,0,Hamilton PLC,santiagotrevor@neal-zhang.com,Credit Card,Cancelled
ORD1544,15-05-2024,21-05-2024,Christopher Cooper,CUST524,Home Office,Furniture,Office Chair,PROD1688,West,Virginia,North Dylan,7,2331,5,15501.15,9789.5,5711.65,44,NO,0,Landry PLC,curtisedwards@holt-lee.com,Cash,Delivered
ORD1545,16-05-2025,18-05-2025,Nathan Gallagher,CUST222,Consumer,Electronics,Keyboard,PROD2964,West,Louisiana,North Erinton,6,1968,0,11808,10466.47,1341.53,10,NO,0,Hill LLC,jgiles@bell-goodwin.com,UPI,Delivered
ORD1546,06-03-2025,08-03-2025,Aaron Sweeney,CUST293,Home Office,Office Supplies,Calculator,PROD2768,South,Oklahoma,West Brittney,8,2001,10,14407.2,12325.93,2081.27,19,NO,0,Norton-York,yvette56@russell-edwards.com,UPI,Delivered
ORD1547,14-02-2026,21-02-2026,James Mullins,CUST548,Home Office,Electronics,Keyboard,PROD2268,East,Utah,Thomasshire,1,4072,15,3461.2,2728.05,733.15,1,Yes,38,Romero and Sons,hudsonfernando@walker-dyer.org,UPI,Cancelled
ORD1548,18-02-2026,22-02-2026,Natalie Ali,CUST228,Consumer,Office Supplies,Calculator,PROD7630,West,Montana,Lake Brittneychester,9,804,15,6150.6,4260.78,1889.82,30,NO,0,Smith-Carter,robert47@rocha.com,Net Banking,Delivered
ORD1549,01-04-2026,03-04-2026,Martin Stewart,CUST281,Corporate,Grocery,Eggs,PROD7051,East,Iowa,South Lisa,4,2432,10,8755.2,5793.5,2961.7,3,Yes,42,Valencia LLC,darrellschmitt@brown.biz,Net Banking,Delivered
ORD1550,11-04-2025,18-04-2025,Jennifer Fox,CUST369,Home Office,Office Supplies,Calculator,PROD4495,East,Florida,South Kathryn,9,273,0,2457,1568.94,888.06,33,NO,0,Jones and Sons,poperachel@lara.org,Cash,Returned
ORD1551,30-03-2026,05-04-2026,Thomas Cummings,CUST912,Home Office,Office Supplies,Notebook,PROD1698,North,Alabama,New Bethland,1,1946,10,1751.4,1513.02,238.38,24,NO,0,"Wang, Conrad and Long",moorebrandon@hughes.com,Net Banking,Returned
ORD1552,05-10-2025,08-10-2025,Sean Moreno Jr.,CUST621,Home Office,Office Supplies,stapler,PROD5517,South,West Virginia,Darrenside,1,3225,5,3063.75,1926.92,1136.83,8,Yes,37,"Nelson, Stewart and Weber",bhampton@delgado-johnson.com,UPI,Returned
ORD1553,06-08-2024,13-08-2024,Micheal Rogers,CUST796,Corporate,Office Supplies,Pen,PROD3701,East,South Carolina,Weberhaven,4,2807,10,10105.2,7048.32,3056.88,35,NO,0,Wagner-Peterson,dwashington@smith.com,Net Banking,Returned
ORD1554,14-05-2025,16-05-2025,Matthew Edwards,CUST288,Corporate,Office Supplies,Calculator,PROD5361,West,Wisconsin,Jacobburgh,2,333,15,566.1,353.61,212.49,19,NO,0,"Rios, Baker and Olson",pamelawise@donovan.net,Cash,Returned
ORD1555,17-03-2025,22-03-2025,Aaron Garcia,CUST374,Home Office,Grocery,Milk,PROD3318,North,New Jersey,Russellburgh,9,4165,10,33736.5,23563.1,10173.4,13,NO,0,"Melton, Torres and Johnson",ashley65@thompson.biz,Credit Card,Pending
ORD1556,18-02-2026,20-02-2026,Kenneth Ryan,CUST843,Home Office,Grocery,Fruits,PROD9210,West,Ohio,North Robynburgh,2,3081,5,5853.9,5175.03,678.87,37,NO,0,Vance Inc,kmorales@lambert.com,UPI,Pending
ORD1557,29-12-2025,30-12-2025,Tracy Morrow,CUST580,Corporate,Electronics,Keyboard,PROD8029,North,New York,Rachelside,6,740,0,4440,3128.07,1311.93,42,NO,0,Sullivan Ltd,shannon30@sanders.com,UPI,Pending
ORD1558,09-12-2024,15-12-2024,Michael Doyle,CUST998,Home Office,Office Supplies,Notebook,PROD1097,South,South Dakota,Johnsonchester,3,3683,10,9944.1,6243.65,3700.45,43,NO,0,Stevens-Clark,courtney74@stafford.com,Cash,Delivered
ORD1559,05-12-2024,07-12-2024,James Brewer,CUST757,Home Office,Office Supplies,File Folder,PROD7212,West,New Mexico,West Joshuaton,2,3765,10,6777,5098.06,1678.94,42,NO,0,"Sanchez, Brown and Owen",ewright@parker.com,Net Banking,Cancelled
ORD1560,22-02-2026,01-03-2026,Dominique Hamilton,CUST936,Home Office,Grocery,Cheese,PROD4333,East,South Carolina,Lake Sherry,8,4341,20,27782.4,19159.14,8623.26,23,NO,0,Elliott-Hughes,rebecca63@price.biz,UPI,Cancelled
ORD1561,25-10-2025,27-10-2025,Lisa Davis,CUST740,Corporate,Furniture,Office Chair,PROD4992,East,Oklahoma,East Sandramouth,2,2683,15,4561.1,3969.23,591.87,18,NO,0,"Hamilton, Brooks and Brown",leesandra@allen.com,UPI,Cancelled
ORD1562,04-04-2026,09-04-2026,Melissa Fox,CUST211,Home Office,Grocery,Cheese,PROD5987,South,Washington,Cortezberg,7,2150,5,14297.5,10302.34,3995.16,25,NO,0,"Allen, Smith and Bowen",caseymunoz@young-santos.com,Cash,Cancelled
ORD1563,16-09-2024,19-09-2024,Patrick Gonzalez,CUST204,Home Office,Furniture,Sofa,PROD6941,West,Vermont,Amyhaven,10,1278,0,12780,11245.61,1534.39,3,Yes,31,"Curry, Gonzalez and Cruz",lewisalan@allison.com,Cash,Returned
ORD1564,22-08-2025,27-08-2025,Bryan Brown,CUST103,Corporate,Office Supplies,Notebook,PROD8211,South,Montana,Smithstad,9,1751,10,14183.1,10147.83,4035.27,5,Yes,39,Garcia-Turner,santanadeborah@moran.org,Cash,Returned
ORD1565,24-10-2024,27-10-2024,Jonathan Crawford,CUST601,Consumer,Office Supplies,Pen,PROD8937,South,South Dakota,North Louisland,8,280,15,1904,1176.24,727.76,15,NO,0,Butler LLC,harrissarah@spears.com,Net Banking,Returned
ORD1566,21-11-2025,23-11-2025,Nicole Holmes,CUST105,Home Office,Office Supplies,Calculator,PROD8731,North,North Carolina,Lake Reginahaven,1,189,0,189,160.73,28.27,48,NO,0,Williams and Sons,francis69@young-sutton.biz,Net Banking,Delivered
ORD1567,11-08-2025,15-08-2025,Ms. Carolyn Hernandez,CUST850,Consumer,Grocery,Eggs,PROD6866,North,Florida,East Brianton,9,2117,0,19053,11646.1,7406.9,18,NO,0,Blevins Group,nicoletran@martinez.net,UPI,Pending
ORD1568,20-11-2024,23-11-2024,Michael Delgado,CUST343,Home Office,Furniture,Book Shelf,PROD9869,East,Michigan,Mcdanielfurt,6,3456,10,18662.4,11997.45,6664.95,23,NO,0,Oliver-Dean,kathydunn@porter.com,Credit Card,Cancelled
ORD1569,05-05-2025,10-05-2025,Gabriel Cook,CUST656,Consumer,Furniture,Study Table,PROD6529,North,Illinois,North Mary,6,4005,5,22828.5,14292.01,8536.49,0,Yes,24,"Hall, Henderson and Hawkins",bmendoza@acosta.com,Credit Card,Pending
ORD1570,16-12-2024,18-12-2024,Henry Brooks,CUST511,Corporate,Office Supplies,Notebook,PROD8542,North,Colorado,Port Frankside,6,905,15,4615.5,3974.95,640.55,33,NO,0,"Hanna, Fischer and Gonzalez",wduffy@weaver.com,Credit Card,Returned
ORD1571,22-06-2024,23-06-2024,Timothy Mayo,CUST647,Home Office,Grocery,Eggs,PROD1696,South,Kentucky,Evansside,5,3434,10,15453,9634.15,5818.85,47,NO,0,Williams-Diaz,frodriguez@cain-lee.org,Net Banking,Cancelled
ORD1572,13-05-2025,17-05-2025,Monica Yoder,CUST437,Home Office,Electronics,Monitor,PROD7894,South,Utah,Lake Darrell,9,2988,5,25547.4,20740.77,4806.63,19,NO,0,"Soto, Ford and Schmitt",maryprice@williams.com,UPI,Returned
ORD1573,13-01-2026,17-01-2026,Mitchell Morris,CUST461,Corporate,Electronics,Monitor,PROD3404,South,Vermont,Amandamouth,5,1199,10,5395.5,3278.21,2117.29,9,Yes,22,"Turner, Hunt and Williamson",mark94@mccarthy.com,Credit Card,Cancelled
ORD1574,27-11-2024,04-12-2024,Tracy Baker,CUST637,Corporate,Grocery,Milk,PROD9938,North,Georgia,West Carol,8,2700,20,17280,12165.56,5114.44,18,NO,0,Whitney Inc,daviesbelinda@hudson-liu.org,UPI,Delivered
ORD1575,12-02-2025,16-02-2025,Lee Carter,CUST230,Consumer,Office Supplies,stapler,PROD1802,West,Massachusetts,Davidland,4,4684,5,17799.2,12246.91,5552.29,10,NO,0,Boone-Soto,codyblake@garcia.com,Net Banking,Pending
ORD1576,09-04-2025,10-04-2025,Mark Frederick,CUST570,Corporate,Office Supplies,Calculator,PROD9287,East,Alaska,South Patricia,5,4457,5,21170.75,18293.56,2877.19,32,NO,0,"Hubbard, Thompson and Fisher",cheryl69@thompson.com,UPI,Delivered
ORD1577,07-06-2024,08-06-2024,Valerie Weber,CUST120,Corporate,Office Supplies,Calculator,PROD4628,North,Wisconsin,West Denise,3,4373,10,11807.1,7489.31,4317.79,25,NO,0,"Carr, Meyers and Schmitt",aaronlara@wells-mueller.com,Net Banking,Delivered
ORD1578,19-05-2024,21-05-2024,Molly Martinez,CUST434,Home Office,Grocery,Bread,PROD1347,West,Florida,Williamstown,4,300,5,1140,894.83,245.17,31,NO,0,Frye-Gonzalez,williamsamanda@miller.biz,UPI,Delivered
ORD1579,23-11-2024,25-11-2024,Gina Robbins,CUST954,Consumer,Grocery,Bread,PROD1864,South,Colorado,Erinland,7,3307,15,19676.65,13302.13,6374.52,1,Yes,47,Riddle LLC,gthompson@gray-smith.org,Cash,Delivered
ORD1580,11-09-2024,15-09-2024,Jimmy Roberts,CUST406,Corporate,Grocery,Cheese,PROD9005,North,California,New Nicoleshire,1,3025,0,3025,2599.48,425.52,12,NO,0,Lopez and Sons,davidwalker@wilson.org,Credit Card,Delivered
ORD1581,26-10-2025,30-10-2025,Michelle Andrews,CUST650,Corporate,Grocery,Eggs,PROD4915,West,Michigan,Lake Brookefort,2,3397,5,6454.3,4629.52,1824.78,20,NO,0,Rogers and Sons,georgejones@jimenez.com,Credit Card,Returned
ORD1582,17-04-2025,18-04-2025,Jim Martin,CUST172,Home Office,Furniture,Study Table,PROD7872,North,Michigan,Jenkinsburgh,1,545,15,463.25,306.31,156.94,41,NO,0,"Smith, Murphy and Williams",jenkinstravis@galloway.net,Net Banking,Delivered
ORD1583,15-08-2025,16-08-2025,Charles Walsh,CUST601,Home Office,Furniture,Study Table,PROD7245,South,Nebraska,Janetberg,8,3232,10,23270.4,14580.21,8690.19,43,NO,0,Bauer LLC,susanbautista@rollins-berger.info,Cash,Returned
ORD1584,30-07-2024,02-08-2024,Amber Mcdowell,CUST783,Home Office,Office Supplies,Pen,PROD9514,South,Virginia,Mossbury,8,2565,15,17442,15384.2,2057.8,17,NO,0,Vaughn-Yates,juliabarr@robles.net,Cash,Delivered
ORD1585,23-01-2025,28-01-2025,Ashley Brown,CUST600,Corporate,Electronics,Laptop,PROD2450,South,Mississippi,Fisherstad,7,2572,5,17103.8,12599.15,4504.65,25,NO,0,Collins PLC,bbrown@hines.com,Net Banking,Cancelled
ORD1586,05-12-2024,10-12-2024,David White,CUST303,Consumer,Grocery,Milk,PROD7506,North,Florida,Christinemouth,5,345,15,1466.25,1176.34,289.91,23,NO,0,Forbes-Stewart,djenkins@griffin.org,Net Banking,Returned
ORD1587,20-03-2025,23-03-2025,Kimberly Allison,CUST565,Corporate,Furniture,Study Table,PROD6678,East,Connecticut,Carsonview,1,266,0,266,233.8,32.2,13,NO,0,Black-Young,blackfrancisco@callahan-vasquez.com,UPI,Returned
ORD1588,10-08-2024,13-08-2024,Erica Kennedy,CUST337,Consumer,Electronics,Mouse,PROD4842,West,Virginia,South Johnborough,7,4212,10,26535.6,22699.92,3835.68,41,NO,0,Rowe LLC,adam82@hunter.com,Cash,Cancelled
ORD1589,29-07-2025,01-08-2025,Sarah Chapman,CUST271,Consumer,Grocery,Milk,PROD8132,North,Wyoming,South Eddie,4,3133,0,12532,9236.54,3295.46,37,NO,0,"Kramer, Green and Miller",mariafitzgerald@davis-taylor.com,UPI,Cancelled
ORD1590,16-03-2026,19-03-2026,Christina Jones,CUST529,Consumer,Grocery,Eggs,PROD2843,South,Tennessee,Amyhaven,1,3377,5,3208.15,2773.05,435.1,13,NO,0,"Baxter, Jones and Anderson",jason04@hurley.com,Credit Card,Returned
ORD1591,18-06-2025,24-06-2025,Mrs. Renee Cannon,CUST791,Home Office,Furniture,Dining Table,PROD3456,South,Tennessee,Lindafurt,8,375,20,2400,1474.42,925.58,5,Yes,25,Foster-Thompson,jbrown@drake.com,Credit Card,Pending
ORD1592,03-08-2024,08-08-2024,Gloria Jensen,CUST105,Home Office,Office Supplies,Calculator,PROD9861,North,Mississippi,Susanview,10,340,15,2890,1964.46,925.54,28,NO,0,Mills-Robinson,tracy93@rasmussen.biz,UPI,Pending
ORD1593,23-09-2024,25-09-2024,Jordan Bowen,CUST529,Corporate,Furniture,Book Shelf,PROD5303,East,Michigan,Edwardview,3,4469,5,12736.65,10513.65,2223,31,NO,0,Hinton-Murphy,pinedaheather@russell.com,Cash,Returned
ORD1594,19-12-2025,23-12-2025,Jordan Townsend,CUST206,Corporate,Grocery,Bread,PROD1204,West,North Carolina,Lake Anthony,1,3448,0,3448,2461.69,986.31,34,NO,0,Sanchez LLC,phunt@anderson.com,Cash,Pending
ORD1595,18-04-2025,23-04-2025,Mark Gibson,CUST273,Corporate,Electronics,Monitor,PROD5756,East,Arkansas,Jamesfurt,3,1640,10,4428,3259.09,1168.91,12,NO,0,"Vargas, Cox and Williams",fvargas@randolph.org,UPI,Delivered
ORD1596,11-06-2025,13-06-2025,John Villarreal,CUST573,Corporate,Office Supplies,Notebook,PROD5201,West,North Carolina,Port Jamesland,8,3432,5,26083.2,16711.64,9371.56,17,NO,0,Wright-Sullivan,ronaldmay@hale-cervantes.com,UPI,Returned
ORD1597,22-02-2025,01-03-2025,Gloria Miller,CUST611,Corporate,Grocery,Bread,PROD8953,East,Kentucky,Michelleburgh,6,921,10,4973.4,4016.88,956.52,26,NO,0,Atkins-Walker,rcole@stephens.com,UPI,Delivered
ORD1598,28-05-2025,01-06-2025,Jeffrey Wilson,CUST149,Home Office,Electronics,Mouse,PROD2619,North,Ohio,North Alexandriaside,9,3540,5,30267,22048.21,8218.79,20,NO,0,Taylor-Cox,cohenrichard@rogers.net,Credit Card,Returned
ORD1599,03-11-2024,04-11-2024,Tabitha Stone,CUST474,Corporate,Grocery,Cheese,PROD9422,West,Massachusetts,Rebeccafurt,10,937,5,8901.5,6951.75,1949.75,14,NO,0,Welch LLC,bcarter@burns-wallace.com,Cash,Cancelled
ORD1600,28-02-2026,04-03-2026,Karen Mcmahon,CUST753,Corporate,Furniture,Dining Table,PROD9289,North,Illinois,Williamsbury,10,4037,0,40370,30538.85,9831.15,17,NO,0,Davis LLC,hernandezmario@trevino.biz,Cash,Delivered
ORD1601,01-10-2025,08-10-2025,Heather Carr,CUST452,Consumer,Office Supplies,Pen,PROD4533,West,Arizona,North Ashley,2,4280,10,7704,6505.65,1198.35,15,NO,0,Harvey-Newman,samuel83@wood.biz,UPI,Cancelled
ORD1602,10-04-2025,11-04-2025,Mr. Ethan Dixon,CUST780,Home Office,Furniture,Book Shelf,PROD1075,West,Maryland,South Chelsea,10,3181,0,31810,25960.84,5849.16,48,NO,0,Taylor Group,elarsen@brooks-smith.com,UPI,Returned
ORD1603,20-10-2024,22-10-2024,Debra Cruz,CUST664,Corporate,Electronics,Mouse,PROD1290,South,Florida,South Jonathan,10,694,20,5552,3968.4,1583.6,37,NO,0,Salas and Sons,woodkatrina@contreras-reyes.com,UPI,Cancelled
ORD1604,11-08-2025,15-08-2025,Hannah Cohen,CUST529,Corporate,Office Supplies,File Folder,PROD7100,South,Utah,Nelsonfurt,2,3985,5,7571.5,6082.55,1488.95,8,Yes,22,Hernandez-Adams,samanthapitts@kelly-chang.com,UPI,Cancelled
ORD1605,02-12-2025,08-12-2025,Tamara Johnson,CUST845,Corporate,Grocery,Bread,PROD1090,West,Alaska,Markville,3,3417,5,9738.45,6803.35,2935.1,7,Yes,49,Mullen Ltd,petersonjames@turner.com,UPI,Pending
ORD1606,23-03-2026,27-03-2026,Alexandra Long,CUST154,Consumer,Grocery,Fruits,PROD2406,West,New York,Geoffreyborough,9,2628,10,21286.8,18968.13,2318.67,29,NO,0,Bender and Sons,xbennett@hobbs.net,UPI,Pending
ORD1607,29-10-2024,01-11-2024,Michael Cooper,CUST166,Corporate,Electronics,Keyboard,PROD9689,North,North Carolina,Shieldsmouth,3,938,10,2532.6,1945.37,587.23,44,NO,0,"Hawkins, Davis and Clark",courtney85@higgins-jones.biz,Net Banking,Delivered
ORD1608,16-03-2026,17-03-2026,Zachary Sanders,CUST209,Home Office,Grocery,Fruits,PROD3883,West,North Carolina,East Barbara,4,1925,20,6160,4928.99,1231.01,8,Yes,21,"Cole, Warren and Jones",eric26@warren.biz,Cash,Cancelled
ORD1609,18-04-2024,19-04-2024,Frank Wallace,CUST524,Home Office,Office Supplies,Notebook,PROD4294,South,Minnesota,New Johnport,3,1510,15,3850.5,2416.32,1434.18,42,NO,0,"Stein, Lewis and Dixon",catherine26@mccarthy.org,Cash,Cancelled
ORD1610,04-04-2025,05-04-2025,Diane Taylor,CUST992,Consumer,Electronics,Monitor,PROD4204,South,California,North Adam,6,2420,20,11616,9234.18,2381.82,17,NO,0,"Daniel, King and Walsh",elizabeth13@jordan.com,Net Banking,Returned
ORD1611,07-10-2024,11-10-2024,Emily Taylor,CUST330,Corporate,Office Supplies,Calculator,PROD6837,North,Maine,Dianaport,10,3935,20,31480,22559.4,8920.6,5,Yes,44,Young-Willis,owentammy@miller.com,Cash,Returned
ORD1612,27-11-2024,29-11-2024,Samuel Green,CUST650,Consumer,Electronics,Headphones,PROD1795,North,Iowa,South William,8,4138,0,33104,24349.65,8754.35,41,NO,0,"Brown, Young and Proctor",patrick14@morales-elliott.com,Credit Card,Delivered
ORD1613,04-07-2025,09-07-2025,Kelly Osborn,CUST633,Home Office,Office Supplies,File Folder,PROD7746,South,North Dakota,Wilsonshire,1,4661,0,4661,2958.97,1702.03,24,NO,0,Price-Fields,guzmanchristine@price.net,Credit Card,Returned
ORD1614,22-09-2024,23-09-2024,William Williams,CUST837,Corporate,Grocery,Fruits,PROD7901,West,Michigan,Christinamouth,5,2652,5,12597,8941.2,3655.8,0,Yes,43,Morris-Sharp,christopher98@mccoy.info,UPI,Delivered
ORD1615,16-03-2026,22-03-2026,Robert Boyer,CUST312,Consumer,Electronics,Laptop,PROD2971,East,Kansas,Lake Laurie,8,1726,10,12427.2,7627.23,4799.97,24,NO,0,Johnson-Daniel,juliegarcia@ramos.com,Credit Card,Delivered
ORD1616,20-04-2025,22-04-2025,Jessica Foster,CUST489,Corporate,Furniture,Dining Table,PROD7305,North,Arkansas,Gordonhaven,2,869,0,1738,1046.43,691.57,36,NO,0,"Baker, White and Clarke",shawnhart@gilmore.com,Net Banking,Cancelled
ORD1617,22-10-2024,24-10-2024,David Riddle,CUST698,Corporate,Grocery,Eggs,PROD9715,West,Colorado,Port Drew,6,1202,5,6851.4,6082.03,769.37,40,NO,0,"Singh, Hodges and Rosario",johnny21@cantu.com,Net Banking,Pending
ORD1618,23-10-2024,25-10-2024,Gina Bishop,CUST941,Corporate,Office Supplies,Pen,PROD7208,South,Connecticut,Cowanbury,2,880,15,1496,1342.76,153.24,43,NO,0,Graham Inc,joneschloe@gonzalez.org,UPI,Cancelled
ORD1619,30-11-2025,03-12-2025,Joseph Lee,CUST327,Home Office,Furniture,Dining Table,PROD1527,West,Missouri,Greenland,1,4201,20,3360.8,2287.89,1072.91,21,NO,0,Sanchez Inc,cantrellkelsey@perez-lewis.com,UPI,Cancelled
ORD1620,08-02-2025,13-02-2025,Steven Brooks,CUST248,Home Office,Furniture,Sofa,PROD3792,North,New Jersey,New Charles,8,1207,15,8207.6,6575.49,1632.11,41,NO,0,Lopez and Sons,charles89@bennett.org,Net Banking,Pending
ORD1621,12-03-2025,19-03-2025,Jay Thompson,CUST237,Home Office,Grocery,Cheese,PROD4059,North,Louisiana,Baldwinshire,2,835,15,1419.5,1127.96,291.54,28,NO,0,"Andrews, Williams and Richardson",gkelley@knight.com,Cash,Pending
ORD1622,07-04-2024,10-04-2024,Courtney Perry,CUST198,Corporate,Furniture,Dining Table,PROD2691,North,Connecticut,East Donald,7,4139,15,24627.05,21340.75,3286.3,48,NO,0,"Stanley, Perez and Brock",jeremythompson@rice.com,Credit Card,Returned
ORD1623,06-07-2025,10-07-2025,Michelle Walker,CUST969,Corporate,Office Supplies,stapler,PROD8275,South,New Mexico,Nicholasshire,2,4114,5,7816.6,5560.73,2255.87,33,NO,0,Burns-Williams,jonathan67@miller-vasquez.org,Credit Card,Returned
ORD1624,08-03-2026,14-03-2026,Danielle Farmer,CUST264,Home Office,Electronics,Laptop,PROD7432,North,Texas,Jennifershire,4,2237,15,7605.8,6092.61,1513.19,22,NO,0,"Cuevas, Owen and Reid",martinezalexander@greene.com,Net Banking,Pending
ORD1625,19-06-2025,23-06-2025,Fernando Nelson,CUST818,Corporate,Furniture,Book Shelf,PROD3312,South,New Mexico,Port John,6,2889,15,14733.9,10927.57,3806.33,15,NO,0,Phillips and Sons,emilyperez@banks.com,Credit Card,Returned
ORD1626,21-12-2025,24-12-2025,Jennifer Martinez,CUST302,Corporate,Office Supplies,Notebook,PROD2571,West,Connecticut,East Andrew,9,2159,20,15544.8,9908.67,5636.13,14,NO,0,Peters PLC,samuel61@hayes.com,Credit Card,Cancelled
ORD1627,12-09-2025,15-09-2025,Nicole Lyons,CUST826,Home Office,Grocery,Cheese,PROD5520,East,Wyoming,Patrickchester,2,611,5,1160.9,1004.01,156.89,44,NO,0,"Greene, Garrett and Bailey",ganderson@kennedy.org,Cash,Cancelled
ORD1628,14-01-2026,15-01-2026,Arthur Garcia,CUST860,Consumer,Electronics,Laptop,PROD8912,East,Hawaii,Kathleenshire,3,3631,20,8714.4,5444.06,3270.34,26,NO,0,"Mcintyre, Doyle and Henry",wilsonkarina@kelly.com,Cash,Pending
ORD1629,10-05-2024,16-05-2024,Robert Reed,CUST783,Corporate,Grocery,Eggs,PROD6242,East,New York,South Anthony,6,3433,15,17508.3,11856.06,5652.24,20,NO,0,"Mcclain, Ramirez and Soto",sboyd@king-hoover.com,Credit Card,Cancelled
ORD1630,26-06-2025,29-06-2025,Janice Nelson,CUST529,Home Office,Office Supplies,Calculator,PROD4066,West,New Jersey,Ayalabury,4,4456,15,15150.4,13076.78,2073.62,36,NO,0,"Bennett, Little and Lewis",ycampbell@mcintyre.com,UPI,Pending
ORD1631,07-08-2025,13-08-2025,Mr. Bradley Palmer,CUST562,Home Office,Furniture,Office Chair,PROD5262,North,Delaware,Derekport,10,3217,5,30561.5,26744.73,3816.77,26,NO,0,"Robles, Lewis and Figueroa",murphyrita@collins.com,Credit Card,Returned
ORD1632,03-07-2024,04-07-2024,Brian Miles,CUST182,Consumer,Grocery,Cheese,PROD8100,West,Kentucky,Georgemouth,1,1449,0,1449,1135.35,313.65,1,Yes,24,Sexton-Dunn,fieldsjames@walker-dawson.net,UPI,Cancelled
ORD1633,11-02-2025,14-02-2025,Teresa Simmons,CUST990,Consumer,Electronics,Mouse,PROD2408,West,Georgia,Jenniferburgh,9,3334,5,28505.7,18256.2,10249.5,18,NO,0,"Lynch, Skinner and Dominguez",morganpamela@davis-butler.com,UPI,Delivered
ORD1634,12-12-2024,16-12-2024,Kimberly Harris,CUST962,Corporate,Office Supplies,Pen,PROD3551,North,Hawaii,Coxmouth,6,3049,10,16464.6,14796.33,1668.27,45,NO,0,"Garcia, Cruz and Guerrero",jwilson@moon.com,Credit Card,Cancelled
